,title,text,label
22554,プチプチ・アニメ　エんエんニコリ「ひまわり」,,
22554,プチプチ・アニメ　エんエんニコリ「ひまわり」,,
22554,プチプチ・アニメ　エんエんニコリ「ひまわり」,,
22555,エイゴビート２（２０）「英語で弟子入り！（５）／第１７～１９回のまとめ」,キッズたちがその道の達人・マスターに英語で弟子入りする企画の第５弾。アメリカ出身のピエロ、ペッピさんからバルーンアートを教わる。ｔｗｉｓｔ、ｂｅｎｄ、ｓｑｕｅｅｚｅなど、手の動きの英語が分かるかな？指導はすべて英語で行われるなか、キッズたちは驚きのコミュニケーション能力を発揮する。チャンツダンスは直前３回のキーフレーズをまとめた特別バージョン。各回のエッセンスをもう一度振り返る。出演・すみれ,
22555,エイゴビート２（２０）「英語で弟子入り！（５）／第１７～１９回のまとめ」,キッズたちがその道の達人・マスターに英語で弟子入りする企画の第５弾。アメリカ出身のピエロ、ペッピさんからバルーンアートを教わる。ｔｗｉｓｔ、ｂｅｎｄ、ｓｑｕｅｅｚｅなど、手の動きの英語が分かるかな？指導はすべて英語で行われるなか、キッズたちは驚きのコミュニケーション能力を発揮する。チャンツダンスは直前３回のキーフレーズをまとめた特別バージョン。各回のエッセンスをもう一度振り返る。出演・すみれ,
22555,エイゴビート２（２０）「英語で弟子入り！（５）／第１７～１９回のまとめ」,キッズたちがその道の達人・マスターに英語で弟子入りする企画の第５弾。アメリカ出身のピエロ、ペッピさんからバルーンアートを教わる。ｔｗｉｓｔ、ｂｅｎｄ、ｓｑｕｅｅｚｅなど、手の動きの英語が分かるかな？指導はすべて英語で行われるなか、キッズたちは驚きのコミュニケーション能力を発揮する。チャンツダンスは直前３回のキーフレーズをまとめた特別バージョン。各回のエッセンスをもう一度振り返る。出演・すみれ,
22556,びじゅチューン！「銅鐸仮面舞踏会」,国宝「桜ヶ丘４号銅鐸」（神戸市立博物館）が発想の源。銅鐸には製造工程上「型持の孔」という穴があいています。それの穴を“のぞき穴”のようにして頭にかぶる「仮面舞踏会」の様子を歌います。「シンプルですっきりした〈桜ヶ丘４号銅鐸〉をかぶっているあの人は、一体誰なのかしら？」という風に、お互いが身に着けた銅鐸から人となりを想像して思いをつのらせる舞踏会。途中では稲作の豊穣を祈るコーナーもあります。,
22556,びじゅチューン！「銅鐸仮面舞踏会」,国宝「桜ヶ丘４号銅鐸」（神戸市立博物館）が発想の源。銅鐸には製造工程上「型持の孔」という穴があいています。それの穴を“のぞき穴”のようにして頭にかぶる「仮面舞踏会」の様子を歌います。「シンプルですっきりした〈桜ヶ丘４号銅鐸〉をかぶっているあの人は、一体誰なのかしら？」という風に、お互いが身に着けた銅鐸から人となりを想像して思いをつのらせる舞踏会。途中では稲作の豊穣を祈るコーナーもあります。,
22556,びじゅチューン！「銅鐸仮面舞踏会」,国宝「桜ヶ丘４号銅鐸」（神戸市立博物館）が発想の源。銅鐸には製造工程上「型持の孔」という穴があいています。それの穴を“のぞき穴”のようにして頭にかぶる「仮面舞踏会」の様子を歌います。「シンプルですっきりした〈桜ヶ丘４号銅鐸〉をかぶっているあの人は、一体誰なのかしら？」という風に、お互いが身に着けた銅鐸から人となりを想像して思いをつのらせる舞踏会。途中では稲作の豊穣を祈るコーナーもあります。,
22557,みんなのうた「素敵な夜」「スナビキソウ」,「素敵な夜」うた：Ｖ６／「スナビキソウ」うた：遥海,
22557,みんなのうた「素敵な夜」「スナビキソウ」,「素敵な夜」うた：Ｖ６／「スナビキソウ」うた：遥海,
22557,みんなのうた「素敵な夜」「スナビキソウ」,「素敵な夜」うた：Ｖ６／「スナビキソウ」うた：遥海,
22558,いないいないばあっ！　金曜日,「映像」と「音」で構成された、子どもたちの感覚を揺さぶるコーナーがいっぱい。「ボールの旅」では川へお出かけします。そのほか、うた「テトテトテトテトテ」、アニメ「まほうのクレヨン～どうぶつ」、体操「ピカピカブ～！」など。お子さんと一緒にお楽しみください。,
22558,いないいないばあっ！　金曜日,「映像」と「音」で構成された、子どもたちの感覚を揺さぶるコーナーがいっぱい。「ボールの旅」では川へお出かけします。そのほか、うた「テトテトテトテトテ」、アニメ「まほうのクレヨン～どうぶつ」、体操「ピカピカブ～！」など。お子さんと一緒にお楽しみください。,
22559,おかあさんといっしょ「あそびスペシャル５」,あそび特集５日目。遊ぶのが大好き！あそび～隊のお兄さんお姉さんといっしょに、お絵かきをして遊ぼう！きょうのうたは「つくっちゃオー！」「カモカモネ」ほか。ガラピコぷ～のお話もあるよ。びっくり新聞には世界のおともだちが登場。最後は「すわって　からだ☆ダンダン」で、からだを動かそう！,
22559,おかあさんといっしょ「あそびスペシャル５」,あそび特集５日目。遊ぶのが大好き！あそび～隊のお兄さんお姉さんといっしょに、お絵かきをして遊ぼう！きょうのうたは「つくっちゃオー！」「カモカモネ」ほか。ガラピコぷ～のお話もあるよ。びっくり新聞には世界のおともだちが登場。最後は「すわって　からだ☆ダンダン」で、からだを動かそう！,
22559,おかあさんといっしょ「あそびスペシャル５」,あそび特集５日目。遊ぶのが大好き！あそび～隊のお兄さんお姉さんといっしょに、お絵かきをして遊ぼう！きょうのうたは「つくっちゃオー！」「カモカモネ」ほか。ガラピコぷ～のお話もあるよ。びっくり新聞には世界のおともだちが登場。最後は「すわって　からだ☆ダンダン」で、からだを動かそう！,
22560,おかあさんといっしょ体操「からだ☆ダンダン」▽陸・宙,「からだ☆ダンダン」ミニの陸・宙バージョン。誠おにいさん、杏月おねえさん、ゆういちろうおにいさん、あつこおねえさんといっしょに体を動かそう。好きな体勢で、やってみよう！,
22561,みいつけた！　金曜日,きょうは、だじゃれで遊ぶ「だじゃれのツボ」。コッシーとサボさんが、どっちが面白いだじゃれを言えるか勝負するよ。勝ち負けを決めるのはスイちゃん。お題は「海」。みんなもだじゃれにチャレンジしてみてね！「みんなのみいつけた！」ではテレビを見ているみんなから寄せられた「おもしろい発見」を紹介。うたは「ひみつのヒミコちゃん」をお届けします。,
22561,みいつけた！　金曜日,きょうは、だじゃれで遊ぶ「だじゃれのツボ」。コッシーとサボさんが、どっちが面白いだじゃれを言えるか勝負するよ。勝ち負けを決めるのはスイちゃん。お題は「海」。みんなもだじゃれにチャレンジしてみてね！「みんなのみいつけた！」ではテレビを見ているみんなから寄せられた「おもしろい発見」を紹介。うたは「ひみつのヒミコちゃん」をお届けします。,
22561,みいつけた！　金曜日,きょうは、だじゃれで遊ぶ「だじゃれのツボ」。コッシーとサボさんが、どっちが面白いだじゃれを言えるか勝負するよ。勝ち負けを決めるのはスイちゃん。お題は「海」。みんなもだじゃれにチャレンジしてみてね！「みんなのみいつけた！」ではテレビを見ているみんなから寄せられた「おもしろい発見」を紹介。うたは「ひみつのヒミコちゃん」をお届けします。,
22562,にほんごであそぼ「世界文化遺産の法隆寺」,日本語の豊かな表現に慣れ親しむ番組。山陽さんがかぐや姫ゆかりの地を訪ねます。ひこうき山陽たんけんたい／いまは昔、竹取の翁といふもの有けり。（竹取物語）。ほかに、文楽／「柿くへば鐘が鳴るなり法隆寺」正岡子規、あいだのじいさん／鉛筆と消しゴムのあいだ、四字熟語かるた／十人十色、うた「平城遷都１３００年祭のうた」をお送りします。,
22562,にほんごであそぼ「世界文化遺産の法隆寺」,日本語の豊かな表現に慣れ親しむ番組。山陽さんがかぐや姫ゆかりの地を訪ねます。ひこうき山陽たんけんたい／いまは昔、竹取の翁といふもの有けり。（竹取物語）。ほかに、文楽／「柿くへば鐘が鳴るなり法隆寺」正岡子規、あいだのじいさん／鉛筆と消しゴムのあいだ、四字熟語かるた／十人十色、うた「平城遷都１３００年祭のうた」をお送りします。,
22562,にほんごであそぼ「世界文化遺産の法隆寺」,日本語の豊かな表現に慣れ親しむ番組。山陽さんがかぐや姫ゆかりの地を訪ねます。ひこうき山陽たんけんたい／いまは昔、竹取の翁といふもの有けり。（竹取物語）。ほかに、文楽／「柿くへば鐘が鳴るなり法隆寺」正岡子規、あいだのじいさん／鉛筆と消しゴムのあいだ、四字熟語かるた／十人十色、うた「平城遷都１３００年祭のうた」をお送りします。,
22563,えいごであそぼ　ｗｉｔｈ　Ｏｒｔｏｎ「“ｎ”の音であそぼ（５）」,大きなクジラの背中にある町“オートンタウン”を舞台に、みんなで英語の「音」で遊びます。今週は“ｎ”の音で遊ぶよ！歌「ＷＥＡＴＨＥＲ」にはいろんな天気が登場するよ！他、ＧＯＯＤ　ＪＯＢ　ＭＡＮ、「Ｍａｇｉｃａｌ　Ｓｌｉｍｅ　Ｓｈｏｗ」、「Ｔｈａｔ’ｓ　Ｌｉｆｅ」、ｔｔ　ｂｒｏｔｈｅｒｓ、おたより紹介、歌「ＭＯＮＫＥＹ　ＦＬＡＭＩＮＧＯ」でみんなも一緒に踊ってね！データ放送クイズにも参加してね！,
22563,えいごであそぼ　ｗｉｔｈ　Ｏｒｔｏｎ「“ｎ”の音であそぼ（５）」,大きなクジラの背中にある町“オートンタウン”を舞台に、みんなで英語の「音」で遊びます。今週は“ｎ”の音で遊ぶよ！歌「ＷＥＡＴＨＥＲ」にはいろんな天気が登場するよ！他、ＧＯＯＤ　ＪＯＢ　ＭＡＮ、「Ｍａｇｉｃａｌ　Ｓｌｉｍｅ　Ｓｈｏｗ」、「Ｔｈａｔ’ｓ　Ｌｉｆｅ」、ｔｔ　ｂｒｏｔｈｅｒｓ、おたより紹介、歌「ＭＯＮＫＥＹ　ＦＬＡＭＩＮＧＯ」でみんなも一緒に踊ってね！データ放送クイズにも参加してね！,
22563,えいごであそぼ　ｗｉｔｈ　Ｏｒｔｏｎ「“ｎ”の音であそぼ（５）」,大きなクジラの背中にある町“オートンタウン”を舞台に、みんなで英語の「音」で遊びます。今週は“ｎ”の音で遊ぶよ！歌「ＷＥＡＴＨＥＲ」にはいろんな天気が登場するよ！他、ＧＯＯＤ　ＪＯＢ　ＭＡＮ、「Ｍａｇｉｃａｌ　Ｓｌｉｍｅ　Ｓｈｏｗ」、「Ｔｈａｔ’ｓ　Ｌｉｆｅ」、ｔｔ　ｂｒｏｔｈｅｒｓ、おたより紹介、歌「ＭＯＮＫＥＹ　ＦＬＡＭＩＮＧＯ」でみんなも一緒に踊ってね！データ放送クイズにも参加してね！,
22564,ミニアニメ　かいじゅうステップ　ワンダバダ「ロケット　カネちゃん！」,とおい宇宙のかなた、Ｋ１０星雲チョーチイ星。きょうも、こどもかいじゅうが、楽しく遊んでる。泣いて、笑って、走りまわって、おおさわぎ。土にもぐったり、火を吹いたりもできるんだ。この星にやってきたピグちゃんは、ともだちのカネちゃん、ダダちゃんとみんなを助ける“かいじゅうやさん”をはじめたよ。勇気がでなくて立ち止まりそうなときは大きな声で、「ワンダバダー！」さあ、いっぽ　ふみだそう。,
22564,ミニアニメ　かいじゅうステップ　ワンダバダ「ロケット　カネちゃん！」,とおい宇宙のかなた、Ｋ１０星雲チョーチイ星。きょうも、こどもかいじゅうが、楽しく遊んでる。泣いて、笑って、走りまわって、おおさわぎ。土にもぐったり、火を吹いたりもできるんだ。この星にやってきたピグちゃんは、ともだちのカネちゃん、ダダちゃんとみんなを助ける“かいじゅうやさん”をはじめたよ。勇気がでなくて立ち止まりそうなときは大きな声で、「ワンダバダー！」さあ、いっぽ　ふみだそう。,
22565,アニメ　はなかっぱ「おねがい、はなかっぱ」「不思議の森の美女」,緑いっぱいの「やまびこ村」に、頭に花が咲くかっぱの家族が住んでいる。「はなかっぱ」の頭には「とりあえずの花」が咲いている。大人になるまで花は決まらず、いろいろな花を咲かすのだ。中でも食べると若返ると言われている「わか蘭」という花を狙って、黒羽屋蝶兵衛一味があの手この手で悪だくみ。やまびこ村はてんやわんやの大騒ぎ。今日はどんな花が咲くのか。「わか蘭」は咲くのか。そして、はなかっぱの花は何になるのか。,
22565,アニメ　はなかっぱ「おねがい、はなかっぱ」「不思議の森の美女」,緑いっぱいの「やまびこ村」に、頭に花が咲くかっぱの家族が住んでいる。「はなかっぱ」の頭には「とりあえずの花」が咲いている。大人になるまで花は決まらず、いろいろな花を咲かすのだ。中でも食べると若返ると言われている「わか蘭」という花を狙って、黒羽屋蝶兵衛一味があの手この手で悪だくみ。やまびこ村はてんやわんやの大騒ぎ。今日はどんな花が咲くのか。「わか蘭」は咲くのか。そして、はなかっぱの花は何になるのか。,
22565,アニメ　はなかっぱ「おねがい、はなかっぱ」「不思議の森の美女」,緑いっぱいの「やまびこ村」に、頭に花が咲くかっぱの家族が住んでいる。「はなかっぱ」の頭には「とりあえずの花」が咲いている。大人になるまで花は決まらず、いろいろな花を咲かすのだ。中でも食べると若返ると言われている「わか蘭」という花を狙って、黒羽屋蝶兵衛一味があの手この手で悪だくみ。やまびこ村はてんやわんやの大騒ぎ。今日はどんな花が咲くのか。「わか蘭」は咲くのか。そして、はなかっぱの花は何になるのか。,
22566,ムジカ・ピッコリーノ「決まらない目的地」,シエリとルネッタのいなくなってしまったアルカ号。さみしさを感じつつ、また行き先も定まらないドクター不在の船。そんな時に壊れてしまったモンストロを発見する。▽モンストロを治療して音楽の記憶をよみがえらせるムジカドクターたちの物語。音楽の基本的なしくみを映像化して物語に織り込むことで、音楽の仕組みが理解できる、子供向け音楽エデュテイメント番組。,
22566,ムジカ・ピッコリーノ「決まらない目的地」,シエリとルネッタのいなくなってしまったアルカ号。さみしさを感じつつ、また行き先も定まらないドクター不在の船。そんな時に壊れてしまったモンストロを発見する。▽モンストロを治療して音楽の記憶をよみがえらせるムジカドクターたちの物語。音楽の基本的なしくみを映像化して物語に織り込むことで、音楽の仕組みが理解できる、子供向け音楽エデュテイメント番組。,
22566,ムジカ・ピッコリーノ「決まらない目的地」,シエリとルネッタのいなくなってしまったアルカ号。さみしさを感じつつ、また行き先も定まらないドクター不在の船。そんな時に壊れてしまったモンストロを発見する。▽モンストロを治療して音楽の記憶をよみがえらせるムジカドクターたちの物語。音楽の基本的なしくみを映像化して物語に織り込むことで、音楽の仕組みが理解できる、子供向け音楽エデュテイメント番組。,
22567,ゴー！ゴー！キッチン戦隊クックルン▽ボクらまんぷく探偵団！　夜の海で光るイカ,「まんぷく探偵団」第４弾。ムールがみつけた海の不思議な光。マイカとポセイ丼が、その謎をさぐる！光の正体は、ホタルのように光る小さなイカ「ホタルイカ」。一体なぜ、どうやって光るの？ホタルイカの貴重な産卵映像や、おいしいホタルイカ料理も紹介するよ！声の出演：千葉　繁、矢作穂香、マイカ・ピュ　音楽：ＳＡＳＵＫＥ,
22567,ゴー！ゴー！キッチン戦隊クックルン▽ボクらまんぷく探偵団！　夜の海で光るイカ,「まんぷく探偵団」第４弾。ムールがみつけた海の不思議な光。マイカとポセイ丼が、その謎をさぐる！光の正体は、ホタルのように光る小さなイカ「ホタルイカ」。一体なぜ、どうやって光るの？ホタルイカの貴重な産卵映像や、おいしいホタルイカ料理も紹介するよ！声の出演：千葉　繁、矢作穂香、マイカ・ピュ　音楽：ＳＡＳＵＫＥ,
22567,ゴー！ゴー！キッチン戦隊クックルン▽ボクらまんぷく探偵団！　夜の海で光るイカ,「まんぷく探偵団」第４弾。ムールがみつけた海の不思議な光。マイカとポセイ丼が、その謎をさぐる！光の正体は、ホタルのように光る小さなイカ「ホタルイカ」。一体なぜ、どうやって光るの？ホタルイカの貴重な産卵映像や、おいしいホタルイカ料理も紹介するよ！声の出演：千葉　繁、矢作穂香、マイカ・ピュ　音楽：ＳＡＳＵＫＥ,
22568,オトッペ「特別編▽ウッドウッドはいつから町長？」,音から生まれた不思議な生きもの・オトッペ。みなさんから届いたオトッペや、珍しい日本の音を紹介する特別編。オトッペの世界のひみつを紹介するコーナーも！番組アプリを使って番組のオトッペがキャッチできる「オトッペキャッチ」もあります。,
22569,東京２０２０パラリンピック◇陸上　男子１００ｍ　Ｔ３６・予選（中継）,［（８：４５）から総合テレビにつづく］,
22569,東京２０２０パラリンピック◇陸上　男子１００ｍ　Ｔ３６・予選（中継）,［（８：４５）から総合テレビにつづく］,
22571,ＮＨＫ手話ニュース８４５,,
22571,ＮＨＫ手話ニュース８４５,,
22572,にっぽんの芸能「親子でえがく舞踊の情念　舞踊“日本振袖始”」,「日本振袖始（にほんふりそではじめ）」は八岐大蛇伝説を元に壮大なスケールで描く義太夫の舞踊。主演の尾上紫（おのえゆかり）と振付の尾上墨雪（おのえぼくせつ）親子にスタジオでお話を伺う。演奏は文楽三味線の人間国宝・鶴澤清治ほか。また後半は、北九州で上演された新作舞踊「門司春秋」の舞台裏の取材と、さらに女優の南沢奈央出演で着物のちょっとした着こなしをたのしむ「ナオとハルさんのいろは堂着こなし日記」も。,
22572,にっぽんの芸能「親子でえがく舞踊の情念　舞踊“日本振袖始”」,「日本振袖始（にほんふりそではじめ）」は八岐大蛇伝説を元に壮大なスケールで描く義太夫の舞踊。主演の尾上紫（おのえゆかり）と振付の尾上墨雪（おのえぼくせつ）親子にスタジオでお話を伺う。演奏は文楽三味線の人間国宝・鶴澤清治ほか。また後半は、北九州で上演された新作舞踊「門司春秋」の舞台裏の取材と、さらに女優の南沢奈央出演で着物のちょっとした着こなしをたのしむ「ナオとハルさんのいろは堂着こなし日記」も。,
22572,にっぽんの芸能「親子でえがく舞踊の情念　舞踊“日本振袖始”」,「日本振袖始（にほんふりそではじめ）」は八岐大蛇伝説を元に壮大なスケールで描く義太夫の舞踊。主演の尾上紫（おのえゆかり）と振付の尾上墨雪（おのえぼくせつ）親子にスタジオでお話を伺う。演奏は文楽三味線の人間国宝・鶴澤清治ほか。また後半は、北九州で上演された新作舞踊「門司春秋」の舞台裏の取材と、さらに女優の南沢奈央出演で着物のちょっとした着こなしをたのしむ「ナオとハルさんのいろは堂着こなし日記」も。,
22574,３６５日の献立日記「カレーライス」,平成元年１０月１日は「カレーライス」。もりもり食べられる！本格派のカレーといえばあめ色玉ねぎ。炒めるのに手間暇かかって面倒と思われがちだけれど、飯島奈美流は頃合い見て、はちみつを加えて時間短縮。沢村貞子さん、月に数回、“デレンコ”なる朝から晩まで何にもしない日を設けていたという。そんな時にも１回作ると何日ももつカレーはうってつけ？付け合わせの「チキンスープ」。今回はしめじとみつばにとき卵を入れて。,
22574,３６５日の献立日記「カレーライス」,平成元年１０月１日は「カレーライス」。もりもり食べられる！本格派のカレーといえばあめ色玉ねぎ。炒めるのに手間暇かかって面倒と思われがちだけれど、飯島奈美流は頃合い見て、はちみつを加えて時間短縮。沢村貞子さん、月に数回、“デレンコ”なる朝から晩まで何にもしない日を設けていたという。そんな時にも１回作ると何日ももつカレーはうってつけ？付け合わせの「チキンスープ」。今回はしめじとみつばにとき卵を入れて。,
22574,３６５日の献立日記「カレーライス」,平成元年１０月１日は「カレーライス」。もりもり食べられる！本格派のカレーといえばあめ色玉ねぎ。炒めるのに手間暇かかって面倒と思われがちだけれど、飯島奈美流は頃合い見て、はちみつを加えて時間短縮。沢村貞子さん、月に数回、“デレンコ”なる朝から晩まで何にもしない日を設けていたという。そんな時にも１回作ると何日ももつカレーはうってつけ？付け合わせの「チキンスープ」。今回はしめじとみつばにとき卵を入れて。,
22575,思考ガチャ！「大人になるとピーマンが食べられるワケ」,味覚の秋がやってきた！子供の頃は苦手だったのに、大人になると好きになる食べ物がある。その代表が「ピーマン」。どうしてウマくて好きになるのか？味覚の仕組みを追究する細胞生物学者、食品普及の歩みに迫る歴史地理学、認知心理学、宇宙物理学の研究者がスクラムを組み徹底的に考える。モデルＩＶＡＮが苦手というグリンピースも実は〇〇だったのかも？　語り・梶裕貴、テーマ曲ネイサン・エヴァンズ「ウェラーマン」,
29964,オトナのつくってあそぼ～ＤＯ　ＩＴ　ＹＯＵＲＳＥＬＦ～,主人公ソワソワは仕事に追われ、生活に潤いがない３０代の独身サラリーマン。ふとしたきっかけで、かつて「ワクワクさんの工作」に夢中だった幼いころの自分を思い出し、ＤＩＹ楽器作りに挑戦してみることに…。番組ではドラマに加えて、日本・海外のＤＩＹクリエイターによる作品、２０世紀の音楽、映画、アートやテクノロジーを動かしてきたＤＩＹの歴史などをアニメで表現。見れば、オトナも思わず、自分でなにか作りたくなる！,
29964,オトナのつくってあそぼ～ＤＯ　ＩＴ　ＹＯＵＲＳＥＬＦ～,主人公ソワソワは仕事に追われ、生活に潤いがない３０代の独身サラリーマン。ふとしたきっかけで、かつて「ワクワクさんの工作」に夢中だった幼いころの自分を思い出し、ＤＩＹ楽器作りに挑戦してみることに…。番組ではドラマに加えて、日本・海外のＤＩＹクリエイターによる作品、２０世紀の音楽、映画、アートやテクノロジーを動かしてきたＤＩＹの歴史などをアニメで表現。見れば、オトナも思わず、自分でなにか作りたくなる！,
29965,アニ×パラ　第９弾ひうらさとるが描くボッチャ　ホタルノヒカリノ主人公も！,パラスポーツをアニメで伝えるプロジェクト第９弾。『ホタルノヒカリ』で知られるマンガ家・ひうらさとるが「ボッチャ」を描く。ボッチャは目標となる白い球に、自分のボールをいかに近づけるかを競う。緻密な戦略とコントロールがものを言う。脳性まひなどの障害の重い人たち、子どもからお年寄りまで多様な人が一緒にプレーできることも魅力。主人公はオリジナル。ホタルノヒカリの蛍と高野部長も登場！テーマ曲は阿部真央！,
29965,アニ×パラ　第９弾ひうらさとるが描くボッチャ　ホタルノヒカリノ主人公も！,パラスポーツをアニメで伝えるプロジェクト第９弾。『ホタルノヒカリ』で知られるマンガ家・ひうらさとるが「ボッチャ」を描く。ボッチャは目標となる白い球に、自分のボールをいかに近づけるかを競う。緻密な戦略とコントロールがものを言う。脳性まひなどの障害の重い人たち、子どもからお年寄りまで多様な人が一緒にプレーできることも魅力。主人公はオリジナル。ホタルノヒカリの蛍と高野部長も登場！テーマ曲は阿部真央！,
29965,アニ×パラ　第９弾ひうらさとるが描くボッチャ　ホタルノヒカリノ主人公も！,パラスポーツをアニメで伝えるプロジェクト第９弾。『ホタルノヒカリ』で知られるマンガ家・ひうらさとるが「ボッチャ」を描く。ボッチャは目標となる白い球に、自分のボールをいかに近づけるかを競う。緻密な戦略とコントロールがものを言う。脳性まひなどの障害の重い人たち、子どもからお年寄りまで多様な人が一緒にプレーできることも魅力。主人公はオリジナル。ホタルノヒカリの蛍と高野部長も登場！テーマ曲は阿部真央！,
22579,ドキュランドへようこそ「わたしの言葉が輝く～きつ音の子どもたちの２週間～」,きつ音を直すのでなく、自分に自信を持つことを教える２週間の対話型プログラム。学校でのいじめ、親や教師の無理解から、言葉を発することさえ恐れていた子供たちは、自己紹介では立ちすくみ、マイクを握るだけで涙を流す子も。しかし、苦しみを分かち合う仲間と出会い、少しずつ心を開き、孤独から解放されていく。彼らの言葉に静かに耳を傾け寄り添うドキュ。　原題：Ｍｙ　Ｂｅａｕｔｉｆｕｌ　Ｓｔｕｔｔｅｒ（米２０２０年）,
22579,ドキュランドへようこそ「わたしの言葉が輝く～きつ音の子どもたちの２週間～」,きつ音を直すのでなく、自分に自信を持つことを教える２週間の対話型プログラム。学校でのいじめ、親や教師の無理解から、言葉を発することさえ恐れていた子供たちは、自己紹介では立ちすくみ、マイクを握るだけで涙を流す子も。しかし、苦しみを分かち合う仲間と出会い、少しずつ心を開き、孤独から解放されていく。彼らの言葉に静かに耳を傾け寄り添うドキュ。　原題：Ｍｙ　Ｂｅａｕｔｉｆｕｌ　Ｓｔｕｔｔｅｒ（米２０２０年）,
22579,ドキュランドへようこそ「わたしの言葉が輝く～きつ音の子どもたちの２週間～」,きつ音を直すのでなく、自分に自信を持つことを教える２週間の対話型プログラム。学校でのいじめ、親や教師の無理解から、言葉を発することさえ恐れていた子供たちは、自己紹介では立ちすくみ、マイクを握るだけで涙を流す子も。しかし、苦しみを分かち合う仲間と出会い、少しずつ心を開き、孤独から解放されていく。彼らの言葉に静かに耳を傾け寄り添うドキュ。　原題：Ｍｙ　Ｂｅａｕｔｉｆｕｌ　Ｓｔｕｔｔｅｒ（米２０２０年）,
26270,ｏｕｒ　ＳＰＯＲＴＳ！「１００コマ　パラスポーツ　走り幅跳び」,スポーツの魅力を伝えるｏｕｒ　ＳＰＯＲＴＳ。落語家・柳家わさびさんが、たった５分でざっくりとパラスポーツ「走り幅跳び」の基礎知識をお伝えする。,
22582,Ｅテレ２３５５　金曜日,気まぐれ猫ウィーク／夜ふかしワークショップ「勝手にそろいます」の巻　出演：爆笑問題／「平井さんと猫」歌：はなわ,
22582,Ｅテレ２３５５　金曜日,気まぐれ猫ウィーク／夜ふかしワークショップ「勝手にそろいます」の巻　出演：爆笑問題／「平井さんと猫」歌：はなわ,
22582,Ｅテレ２３５５　金曜日,気まぐれ猫ウィーク／夜ふかしワークショップ「勝手にそろいます」の巻　出演：爆笑問題／「平井さんと猫」歌：はなわ,
23269,ＳＷＩＴＣＨインタビュー　達人達「みうらじゅん×樋口真嗣」,前半の舞台は怪獣のお宝グッズがひしめく都内のバーで。いち見学者だった樋口が監督になるまでの道のりや、創作に欠かせない絵コンテについて語る。公開日調整中の「シン・ウルトラマン」の絵コンテもネタバレすれすれでみうらに…！興奮冷めやらぬみうらが後半、樋口を案内したのは目黒の寺。弥勒菩薩とウルトラマンが重なるという。スキマをみつけ、世界を紡ぎ、それをいかに面白く見せるかにこだわってきたみうらの素顔とは。,
23269,ＳＷＩＴＣＨインタビュー　達人達「みうらじゅん×樋口真嗣」,前半の舞台は怪獣のお宝グッズがひしめく都内のバーで。いち見学者だった樋口が監督になるまでの道のりや、創作に欠かせない絵コンテについて語る。公開日調整中の「シン・ウルトラマン」の絵コンテもネタバレすれすれでみうらに…！興奮冷めやらぬみうらが後半、樋口を案内したのは目黒の寺。弥勒菩薩とウルトラマンが重なるという。スキマをみつけ、世界を紡ぎ、それをいかに面白く見せるかにこだわってきたみうらの素顔とは。,
23269,ＳＷＩＴＣＨインタビュー　達人達「みうらじゅん×樋口真嗣」,前半の舞台は怪獣のお宝グッズがひしめく都内のバーで。いち見学者だった樋口が監督になるまでの道のりや、創作に欠かせない絵コンテについて語る。公開日調整中の「シン・ウルトラマン」の絵コンテもネタバレすれすれでみうらに…！興奮冷めやらぬみうらが後半、樋口を案内したのは目黒の寺。弥勒菩薩とウルトラマンが重なるという。スキマをみつけ、世界を紡ぎ、それをいかに面白く見せるかにこだわってきたみうらの素顔とは。,
23272,放送休止,　,
22583,ＮＨＫ高校講座　化学基礎「電池」,酸化還元反応を利用して電気エネルギーを取り出す装置を電池という。現在実用化されているさまざまな電池は、すべて酸化剤と還元剤および電解質の組み合わせでできている。導線でつないだ２種類の金属を電解質の水溶液に浸すと、イオン化傾向の大きな金属は酸化され、陽イオンとなって溶け出す。生じた電子は導線を通ってイオン化傾向の小さい金属へ移動するため、電気が流れる。充電できない一次電池と充電できる二次電池がある。,
22583,ＮＨＫ高校講座　化学基礎「電池」,酸化還元反応を利用して電気エネルギーを取り出す装置を電池という。現在実用化されているさまざまな電池は、すべて酸化剤と還元剤および電解質の組み合わせでできている。導線でつないだ２種類の金属を電解質の水溶液に浸すと、イオン化傾向の大きな金属は酸化され、陽イオンとなって溶け出す。生じた電子は導線を通ってイオン化傾向の小さい金属へ移動するため、電気が流れる。充電できない一次電池と充電できる二次電池がある。,
22583,ＮＨＫ高校講座　化学基礎「電池」,酸化還元反応を利用して電気エネルギーを取り出す装置を電池という。現在実用化されているさまざまな電池は、すべて酸化剤と還元剤および電解質の組み合わせでできている。導線でつないだ２種類の金属を電解質の水溶液に浸すと、イオン化傾向の大きな金属は酸化され、陽イオンとなって溶け出す。生じた電子は導線を通ってイオン化傾向の小さい金属へ移動するため、電気が流れる。充電できない一次電池と充電できる二次電池がある。,
