label,title,text,titletext
0,５分でミュージックライン,,５分でミュージックライン.
0,こころの時代～宗教・人生～「それでも、信じる　負け続ける元裁判官」,無罪判決を３０件以上確定させたことで知られる元裁判官、木谷明さん８３歳。信念としたのは「疑わしきは罰せず」。真犯人の処罰も同時に求められる刑事裁判で、えん罪こそ最大の不正義だと被告人の話を徹底的に聞き続けた。幼少期の体験、裁判官としての姿勢を形作った先輩との出会い、被告人からの裏切りと心の交流。神ならぬ人間が、人を裁く意味とはなにか、そして、つぐなうとは。聞き手は詩人で作家の小池昌代さん。,こころの時代～宗教・人生～「それでも、信じる 負け続ける元裁判官」. 無罪判決を３０件以上確定させたことで知られる元裁判官、木谷明さん８３歳。信念としたのは「疑わしきは罰せず」。真犯人の処罰も同時に求められる刑事裁判で、えん罪こそ最大の不正義だと被告人の話を徹底的に聞き続けた。幼少期の体験、裁判官としての姿勢を形作った先輩との出会い、被告人からの裏切りと心の交流。神ならぬ人間が、人を裁く意味とはなにか、そして、つぐなうとは。聞き手は詩人で作家の小池昌代さん。
0,ひるまえほっと　～関東甲信越～,グルメ！旅！防災！トレンド！くらしをより豊かに楽しくするカラフルな企画、そして関東甲信越の知られざる魅力や話題をお届けします！ほっとなひとときをあなたに…。,ひるまえほっと ～関東甲信越～. グルメ！旅！防災！トレンド！くらしをより豊かに楽しくするカラフルな企画、そして関東甲信越の知られざる魅力や話題をお届けします！ほっとなひとときをあなたに…。
0,てれび絵本「きょうはだれかな？」（７）,（声…藤井ゆりあ、海鋒拓也、桜井誉礼、関口達雄、津田駿輝 ／ 作・絵…五味太郎）絵本の世界がアニメーションに！ユニークな読み手と音楽で「読み聞かせ」の魅力を伝えます。【内容】「なにができるのかな？」のアップルちゃん、「さかさまだよ」のフォックスくん、「いすのおはなし」のテレビさんなど、個性的なキャラクターが登場します。,てれび絵本「きょうはだれかな？」（７）. （声…藤井ゆりあ、海鋒拓也、桜井誉礼、関口達雄、津田駿輝 ／ 作・絵…五味太郎）絵本の世界がアニメーションに！ユニークな読み手と音楽で「読み聞かせ」の魅力を伝えます。【内容】「なにができるのかな？」のアップルちゃん、「さかさまだよ」のフォックスくん、「いすのおはなし」のテレビさんなど、個性的なキャラクターが登場します。
0,ゴー！ゴー！キッチン戦隊クックルン「市場に魚を見に行こう！」,アウトドアスペシャル２日目は──。クックルンたちは漁港の市場へ。どんな魚がみられるかな？市場の魚は、「競り」という方法で売られるらしい。一体どんな売り方なの？そして、クックルンたちは魚を買えるのか！？ 新鮮な魚をさばいて、お刺身に！？タイゾウの包丁さばきはいかに？マイカはお刺身に初挑戦！ 声：矢作穂香 音楽：ＳＡＳＵＫＥ,ゴー！ゴー！キッチン戦隊クックルン「市場に魚を見に行こう！」. アウトドアスペシャル２日目は──。クックルンたちは漁港の市場へ。どんな魚がみられるかな？市場の魚は、「競り」という方法で売られるらしい。一体どんな売り方なの？そして、クックルンたちは魚を買えるのか！？ 新鮮な魚をさばいて、お刺身に！？タイゾウの包丁さばきはいかに？マイカはお刺身に初挑戦！ 声：矢作穂香 音楽：ＳＡＳＵＫＥ
0,プロ野球２０２１「阪神」対「ヤクルト」,※副音声は球場音声 （試合開始 ６：００） 【解説】大野豊，【アナウンサー】冨坂和男 ～甲子園球場から中継～,プロ野球２０２１「阪神」対「ヤクルト」. ※副音声は球場音声 （試合開始 ６：００） 【解説】大野豊，【アナウンサー】冨坂和男 ～甲子園球場から中継～
0,音の風景「あなたからのリクエスト～鍛冶屋さん～」,ふとした時によみがえる「音の記憶」。リスナーの皆さまよりお寄せいただいたリクエストにお応えし「もう一度聴きたい 音の風景」をお送りします。今回は「鍛冶屋さん」（１９８８年・昭和６３年放送 語り：遠藤ふき子）,音の風景「あなたからのリクエスト～鍛冶屋さん～」. ふとした時によみがえる「音の記憶」。リスナーの皆さまよりお寄せいただいたリクエストにお応えし「もう一度聴きたい 音の風景」をお送りします。今回は「鍛冶屋さん」（１９８８年・昭和６３年放送 語り：遠藤ふき子）
0,ＮＨＫ高校講座　苦手を克服！　ベーシック英語「行動を詳しく伝えたい！」,「～するのが好き」「～するのが嫌い」「～するのが我慢できない」…自分の行動を詳しく伝えるにはどう表現すればいいんだろう？ “～ｉｎｇ”を使ったさまざまな表現を紹介する。,ＮＨＫ高校講座 苦手を克服！ ベーシック英語「行動を詳しく伝えたい！」. 「～するのが好き」「～するのが嫌い」「～するのが我慢できない」…自分の行動を詳しく伝えるにはどう表現すればいいんだろう？ “～ｉｎｇ”を使ったさまざまな表現を紹介する。
0,首都圏ネットワーク（東京・神奈川・千葉・埼玉）　コロナ禍の新学期は,ニュース・気象情報、新型コロナ感染状況、生活への影響などをくわしくお伝えします。 【キャスター】原大策，中村慶子，【気象キャスター】片山美紀，【気象リポーター】市村紗弥香,首都圏ネットワーク（東京・神奈川・千葉・埼玉） コロナ禍の新学期は. ニュース・気象情報、新型コロナ感染状況、生活への影響などをくわしくお伝えします。 【キャスター】原大策，中村慶子，【気象キャスター】片山美紀，【気象リポーター】市村紗弥香
0,プレミアムカフェ　平泉　よみがえる黄金都市（２０１１年）,平泉 よみがえる黄金都市 ～奥州のグローバルシティ 全貌に迫る～（２０１１年）世界文化遺産、岩手県・平泉。平安時代、平泉は東北の豊富な金と海外との豊かな交流が創り出した、最先端都市だった。国宝の中尊寺金色堂を、これまでにない映像美で堪能。黄金の輝きはもちろん、南洋の夜光貝や象牙など、堂内を埋め尽くす装飾と精緻な職人技を味わい尽くす。また、中国やロシアとの知られざる交易ルートを追う。,プレミアムカフェ 平泉 よみがえる黄金都市（２０１１年）. 平泉 よみがえる黄金都市 ～奥州のグローバルシティ 全貌に迫る～（２０１１年）世界文化遺産、岩手県・平泉。平安時代、平泉は東北の豊富な金と海外との豊かな交流が創り出した、最先端都市だった。国宝の中尊寺金色堂を、これまでにない映像美で堪能。黄金の輝きはもちろん、南洋の夜光貝や象牙など、堂内を埋め尽くす装飾と精緻な職人技を味わい尽くす。また、中国やロシアとの知られざる交易ルートを追う。
0,にっぽん縦断　こころ旅　朝版▽岐阜県,火野正平さんが視聴者から寄せられた“こころの風景”を相棒の自転車チャリオと訪ねる「にっぽん縦断 こころ旅」秋の旅が、先週からスタート！ 今回は長野を出発！岐阜、滋賀、京都をめぐり中国地方の日本海側を通って九州へ！大分そして新型コロナ感染拡大のために春の旅で訪れられなかった熊本、宮崎、鹿児島、沖縄へ！ 月曜朝版は旅の名場面と火野さんが行けなかった“こころの風景”を駒村多恵さん朗読で！今週は、岐阜県！,にっぽん縦断 こころ旅 朝版▽岐阜県. 火野正平さんが視聴者から寄せられた“こころの風景”を相棒の自転車チャリオと訪ねる「にっぽん縦断 こころ旅」秋の旅が、先週からスタート！ 今回は長野を出発！岐阜、滋賀、京都をめぐり中国地方の日本海側を通って九州へ！大分そして新型コロナ感染拡大のために春の旅で訪れられなかった熊本、宮崎、鹿児島、沖縄へ！ 月曜朝版は旅の名場面と火野さんが行けなかった“こころの風景”を駒村多恵さん朗読で！今週は、岐阜県！
0,みんなＤＥどーもくん！（３０８）きつね（２）,▼「どーもくん劇場」には不思議な力が使える妖精が登場。魔法のステッキを使えば物忘れをさせたり、思い出させたりできるんだって。でも使い方を間違えると、とんでもないことに！▼ゆいこ＆あやかお姉さんの歌コーナーでは「はみだしたチーズ」を歌うよ。簡単なふりつけだから、一緒に歌って遊んじゃおう▼「ジャングルるーれっと」では、シンジくんが大活躍。今回の動物は何かな？▼２０２１年６月２７日熊本県荒尾市で公開収録,みんなＤＥどーもくん！（３０８）きつね（２）. ▼「どーもくん劇場」には不思議な力が使える妖精が登場。魔法のステッキを使えば物忘れをさせたり、思い出させたりできるんだって。でも使い方を間違えると、とんでもないことに！▼ゆいこ＆あやかお姉さんの歌コーナーでは「はみだしたチーズ」を歌うよ。簡単なふりつけだから、一緒に歌って遊んじゃおう▼「ジャングルるーれっと」では、シンジくんが大活躍。今回の動物は何かな？▼２０２１年６月２７日熊本県荒尾市で公開収録
0,Ｊａｐａｎｏｌｏｇｙ　Ｐｌｕｓ　選「マテウシュ・ウルバノヴィチ」,コロナ禍で訪日観光客は途絶え、オリンピック・パラリンピックも延期された２０２０年東京の姿を、在住外国人の目線を通して見ていくシリーズ。今回のゲストは、ポーランド出身のマテウシュ・ウルバノヴィチさん。風景画をメインに描くアーティストです。大都会に生き残るレトロな個人商店。昼とはちがった姿を見せる東京の夜・・・。自分の住む東京を、独自の視点で描いてきました。そんな彼が今回、渋谷を舞台に新作に挑みます。,Ｊａｐａｎｏｌｏｇｙ Ｐｌｕｓ 選「マテウシュ・ウルバノヴィチ」. コロナ禍で訪日観光客は途絶え、オリンピック・パラリンピックも延期された２０２０年東京の姿を、在住外国人の目線を通して見ていくシリーズ。今回のゲストは、ポーランド出身のマテウシュ・ウルバノヴィチさん。風景画をメインに描くアーティストです。大都会に生き残るレトロな個人商店。昼とはちがった姿を見せる東京の夜・・・。自分の住む東京を、独自の視点で描いてきました。そんな彼が今回、渋谷を舞台に新作に挑みます。
0,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１２（４）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,中高生の基礎英語 ｉｎ Ｅｎｇｌｉｓｈ ＴＯＰＩＣ１２（４）. 【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー
0,きょうの健康　急増！乳がん　命を守る最新対策「運動・食事で再発予防」,乳がん患者の中には「乳がんの治療のせいで太ってしまった」と考えて自己判断で治療をやめてしまう人もいます。しかし再発予防のために治療は欠かせません。食事内容を改善して栄養バランスを良くし、適度な運動を心がけることで乳がんと闘うことがとても大切です。また運動は体重を減らすだけでなく、乳がんの再発や死亡のリスクを減らすことも最近明らかになっています。専門家がやさしい体重コントロールの方法を紹介します。,きょうの健康 急増！乳がん 命を守る最新対策「運動・食事で再発予防」. 乳がん患者の中には「乳がんの治療のせいで太ってしまった」と考えて自己判断で治療をやめてしまう人もいます。しかし再発予防のために治療は欠かせません。食事内容を改善して栄養バランスを良くし、適度な運動を心がけることで乳がんと闘うことがとても大切です。また運動は体重を減らすだけでなく、乳がんの再発や死亡のリスクを減らすことも最近明らかになっています。専門家がやさしい体重コントロールの方法を紹介します。
0,まいにち中国語　楽しく！本気で中国語！（１１８）,【講師】名古屋大学大学院教授…丸尾誠，【司会】劉鍾徳，劉セイラ,まいにち中国語 楽しく！本気で中国語！（１１８）. 【講師】名古屋大学大学院教授…丸尾誠，【司会】劉鍾徳，劉セイラ
0,音で訪ねる　ニッポン時空旅「鈴木主水」,【ある男の心中事件がなぜ、歌いつがれ、踊られてきたのか？】江戸の侍、鈴木主水には妻と二人の子がいましたが、花街の女に入れあげた挙句、勤めをクビになり、心中事件を起こしてしまいます。この話、事実かそうでないか不明なのですが、「鈴木主水口説き」として江戸時代末期に全国に広がり、盆踊りで歌い踊られるようになりました。今回は兵庫県洲本市と新潟県直江津市で録音された昭和３０年代の録音を聞いていきます。,音で訪ねる ニッポン時空旅「鈴木主水」. 【ある男の心中事件がなぜ、歌いつがれ、踊られてきたのか？】江戸の侍、鈴木主水には妻と二人の子がいましたが、花街の女に入れあげた挙句、勤めをクビになり、心中事件を起こしてしまいます。この話、事実かそうでないか不明なのですが、「鈴木主水口説き」として江戸時代末期に全国に広がり、盆踊りで歌い踊られるようになりました。今回は兵庫県洲本市と新潟県直江津市で録音された昭和３０年代の録音を聞いていきます。
0,新型コロナ　命を守る行動を「ひっ迫する保健所　応援要員を外から」,【語り】久保田祐佳,新型コロナ 命を守る行動を「ひっ迫する保健所 応援要員を外から」. 【語り】久保田祐佳
0,ＢＳ世界のドキュメンタリー　選「エアフォースワンと歴代大統領の秘密」,アメリカ大統領が搭乗する“空飛ぶ大統領執務室”エアフォースワン。任期中に初めて航空機に乗ったルーズベルト、ケネディ大統領暗殺時に急遽機内で大統領宣誓式で行ったジョンソン、アメリカ同時多発テロ事件ではテロの標的となった同機で決死の大移動を行ったブッシュなど。歴代大統領たちの知られざるエピソードを紹介、アメリカの近代史をひも解く。原題：ＩＮＳＩＤＥ ＡＩＲ ＦＯＲＣＥ ＯＮＥ （イギリス ２０１９年）,ＢＳ世界のドキュメンタリー 選「エアフォースワンと歴代大統領の秘密」. アメリカ大統領が搭乗する“空飛ぶ大統領執務室”エアフォースワン。任期中に初めて航空機に乗ったルーズベルト、ケネディ大統領暗殺時に急遽機内で大統領宣誓式で行ったジョンソン、アメリカ同時多発テロ事件ではテロの標的となった同機で決死の大移動を行ったブッシュなど。歴代大統領たちの知られざるエピソードを紹介、アメリカの近代史をひも解く。原題：ＩＮＳＩＤＥ ＡＩＲ ＦＯＲＣＥ ＯＮＥ （イギリス ２０１９年）
0,食の守護神ＪＦＫ（日本食文化監察局）「高級フレンチの憂鬱」,ガード下の焼き鳥屋から最高のシェフのいる三ツ星レストランまでを愛する食通・木村祐一が、『日本食文化監察局』略してＪＦＫ（もちろん架空）の調査官として活躍。▽「三ツ星フレンチでソムリエの圧に打ち勝つには？」「あの難解なメニューをどう読み解くか？」▽教えてくれるのは。スマートな食の達人・山本益博。フランスでも大人気の料理人も登場！▽演出は源孝志（「京都人の密かな愉しみ」「ライジング若冲」）,食の守護神ＪＦＫ（日本食文化監察局）「高級フレンチの憂鬱」. ガード下の焼き鳥屋から最高のシェフのいる三ツ星レストランまでを愛する食通・木村祐一が、『日本食文化監察局』略してＪＦＫ（もちろん架空）の調査官として活躍。▽「三ツ星フレンチでソムリエの圧に打ち勝つには？」「あの難解なメニューをどう読み解くか？」▽教えてくれるのは。スマートな食の達人・山本益博。フランスでも大人気の料理人も登場！▽演出は源孝志（「京都人の密かな愉しみ」「ライジング若冲」）
0,グレートトラバース３　１５ｍｉｎ．「２３座目　三瓶山」,プロアドベンチャーレーサーの田中陽希が、鹿児島県宮之浦岳から北海道の利尻岳まで、日本三百名山、全山人力踏破に挑んだ「グレートトラバース３」。その旅の模様を毎日１５分で紹介するシリーズ。今回の舞台は、島根県の三瓶山。出雲の国創生にまつわる伝説の山だ。田中にとっては、前回の旅で、じっくりと山を登る楽しさを教えてくれた思い出の山。しかし、登頂後、思いもよらない事態が起こる…。,グレートトラバース３ １５ｍｉｎ．「２３座目 三瓶山」. プロアドベンチャーレーサーの田中陽希が、鹿児島県宮之浦岳から北海道の利尻岳まで、日本三百名山、全山人力踏破に挑んだ「グレートトラバース３」。その旅の模様を毎日１５分で紹介するシリーズ。今回の舞台は、島根県の三瓶山。出雲の国創生にまつわる伝説の山だ。田中にとっては、前回の旅で、じっくりと山を登る楽しさを教えてくれた思い出の山。しかし、登頂後、思いもよらない事態が起こる…。
0,首都圏ネットワーク,【キャスター】高井正智，林田理沙，【フィールドキャスター】原大策，浅野里香，【気象キャスター】片山美紀,首都圏ネットワーク. 【キャスター】高井正智，林田理沙，【フィールドキャスター】原大策，浅野里香，【気象キャスター】片山美紀
0,青天を衝（つ）け（２４）「パリの御一新」,新年早々、昭武（板垣李光人）一行は、慶喜（草彅剛）が政権を朝廷に返上したとの知らせを受け大混乱する。篤太夫（吉沢亮）は留学費用を捻出し、更なる節約策を講じる。そんな中、篤太夫はエラールと証券取引所を訪れ、債券の仕組みを教わる。一人一人の小さな力が合わさり、この世を変えられることを知り、新たな決意を抱く。一方日本では、成一郎（高良健吾）、惇忠（田辺誠一）、平九郎（岡田健史）が、新政府軍と戦っていた。,青天を衝（つ）け（２４）「パリの御一新」. 新年早々、昭武（板垣李光人）一行は、慶喜（草彅剛）が政権を朝廷に返上したとの知らせを受け大混乱する。篤太夫（吉沢亮）は留学費用を捻出し、更なる節約策を講じる。そんな中、篤太夫はエラールと証券取引所を訪れ、債券の仕組みを教わる。一人一人の小さな力が合わさり、この世を変えられることを知り、新たな決意を抱く。一方日本では、成一郎（高良健吾）、惇忠（田辺誠一）、平九郎（岡田健史）が、新政府軍と戦っていた。
0,５分でミュージックライン,,５分でミュージックライン.
0,朗読「柳田国男の故郷七十年」（８）,【作】柳田国男【朗読】小久保丈二,朗読「柳田国男の故郷七十年」（８）. 【作】柳田国男【朗読】小久保丈二
0,ヨーロッパ大横断　川の旅（５）「ロマンチック街道とビールの街」,時速１５キロ、専用の船でゆったりと絶景や街の歴史・文化にふれるリバークルーズ、川の旅。オランダのアムステルダムから黒海まで距離３５００キロ、２つのクルーズ船を乗り継ぎ、ヨーロッパを大横断、３週間をかけて９つの国をめぐる。１５回シリーズの第５回。旅の５日目から６日目、ロマンチック街道の起点、古都ヴュルツブルクと黒いビールで有名なバンベルクをめぐる。,ヨーロッパ大横断 川の旅（５）「ロマンチック街道とビールの街」. 時速１５キロ、専用の船でゆったりと絶景や街の歴史・文化にふれるリバークルーズ、川の旅。オランダのアムステルダムから黒海まで距離３５００キロ、２つのクルーズ船を乗り継ぎ、ヨーロッパを大横断、３週間をかけて９つの国をめぐる。１５回シリーズの第５回。旅の５日目から６日目、ロマンチック街道の起点、古都ヴュルツブルクと黒いビールで有名なバンベルクをめぐる。
0,新型コロナ　命を守る行動を「接種“受ける”“受けない”　どう決める？」,【語り】森下絵理香,新型コロナ 命を守る行動を「接種“受ける”“受けない” どう決める？」. 【語り】森下絵理香
0,ＮＨＫ高校講座　地学基礎「新生代」,新生代にはヒマラヤ山脈が誕生することで地球環境は大きく変化しました。人類は直立二足歩行を行い、道具や火を使用することで繁栄していきました。「草原の誕生」「人類の変化」「第四期の氷河世代」をキーワードに新生代について学びます。,ＮＨＫ高校講座 地学基礎「新生代」. 新生代にはヒマラヤ山脈が誕生することで地球環境は大きく変化しました。人類は直立二足歩行を行い、道具や火を使用することで繁栄していきました。「草原の誕生」「人類の変化」「第四期の氷河世代」をキーワードに新生代について学びます。
0,にっぽん縦断　こころ旅　とうちゃこ▽１０２４日目　岐阜県１日目,火野正平さんが視聴者から寄せられた“こころの風景”を相棒の自転車チャリオと訪ねる「にっぽん縦断 こころ旅」秋の旅、先週からスタート！ 今回は長野を出発！岐阜、滋賀、京都をめぐり中国地方の日本海側を通って九州へ！大分、新型コロナ感染拡大のため春の旅で訪れられなかった熊本、宮崎、鹿児島、沖縄へ！火～金曜は朝版と夜の「とうちゃこ」を合わせて１日の旅が完結、まるごと楽しめます！この日は、岐阜県の旅１日目！,にっぽん縦断 こころ旅 とうちゃこ▽１０２４日目 岐阜県１日目. 火野正平さんが視聴者から寄せられた“こころの風景”を相棒の自転車チャリオと訪ねる「にっぽん縦断 こころ旅」秋の旅、先週からスタート！ 今回は長野を出発！岐阜、滋賀、京都をめぐり中国地方の日本海側を通って九州へ！大分、新型コロナ感染拡大のため春の旅で訪れられなかった熊本、宮崎、鹿児島、沖縄へ！火～金曜は朝版と夜の「とうちゃこ」を合わせて１日の旅が完結、まるごと楽しめます！この日は、岐阜県の旅１日目！
0,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１２（２）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,中高生の基礎英語 ｉｎ Ｅｎｇｌｉｓｈ ＴＯＰＩＣ１２（２）. 【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー
0,世界ふれあい街歩き「古いのに新しい　ブリュッセル～ベルギー～」,ベルギーの首都ブリュッセルは、中世から続く商業の都。今はＥＵ本部がおかれ「ヨーロッパの首都」とも呼ばれる。街を歩くと、世界一美しい広場と言われる世界遺産グランプラスでは、市庁舎のバルコニーで黒人女性と白人男性が挙式中。のみの市で拾ったガラクタで楽器を作る若者たちが奏でる不思議な音楽。古さの中に新しさ満載の街で、自由な暮らしを楽しむ人々と出会う。「より道」は高低差を楽しむ運河。（４５分再編集版）,世界ふれあい街歩き「古いのに新しい ブリュッセル～ベルギー～」. ベルギーの首都ブリュッセルは、中世から続く商業の都。今はＥＵ本部がおかれ「ヨーロッパの首都」とも呼ばれる。街を歩くと、世界一美しい広場と言われる世界遺産グランプラスでは、市庁舎のバルコニーで黒人女性と白人男性が挙式中。のみの市で拾ったガラクタで楽器を作る若者たちが奏でる不思議な音楽。古さの中に新しさ満載の街で、自由な暮らしを楽しむ人々と出会う。「より道」は高低差を楽しむ運河。（４５分再編集版）
0,１００分ｄｅ名著　ル・ボン“群衆心理”　［新］（１）「群衆心理のメカニズム」,ル・ボンは「衝動的」「暗示を受けやすい」「誇張的で単純」「偏狭で横暴」「徳性」という群衆がもつ５つの特徴を分析。人は群衆の中にいるとき「暗示」を受けやすくなり、その「暗示」が次々に「感染」し、やがて「衝動」の奴隷になっていく。これがＳＮＳ時代にも通じる群衆心理のメカニズムだ。第一回は、ル・ボンによる「群衆心理」の分析を通して、それがもたらすさまざまな弊害や問題点を浮き彫りにしていく。,１００分ｄｅ名著 ル・ボン“群衆心理” ［新］（１）「群衆心理のメカニズム」. ル・ボンは「衝動的」「暗示を受けやすい」「誇張的で単純」「偏狭で横暴」「徳性」という群衆がもつ５つの特徴を分析。人は群衆の中にいるとき「暗示」を受けやすくなり、その「暗示」が次々に「感染」し、やがて「衝動」の奴隷になっていく。これがＳＮＳ時代にも通じる群衆心理のメカニズムだ。第一回は、ル・ボンによる「群衆心理」の分析を通して、それがもたらすさまざまな弊害や問題点を浮き彫りにしていく。
0,クロアチア　ドブロブニク,クロアチアのドブロブニクは世界遺産に登録され「アドリア海の真珠」と称される歴史ある交易都市。観光地として人気の高いドブロブニクの絶景を空撮映像も交えてたっぷりと紹介する。,クロアチア ドブロブニク. クロアチアのドブロブニクは世界遺産に登録され「アドリア海の真珠」と称される歴史ある交易都市。観光地として人気の高いドブロブニクの絶景を空撮映像も交えてたっぷりと紹介する。
0,びじゅチューン！「落穂拾子」,発想の源は、ジャン＝フランソワ・ミレー「落穂拾い」（オルセー美術館）。濃い陰影と雄大な風景がドラマ性を感じさせる絵画。この人物たちはどんな生涯を送ったのか、想像させられる。中央の人物は「ひろこ」。落穂を拾うエキスパートで落穂拾いにプライドを持っている。左の「ひろみ」はいつまでも落穂を拾っているつもりはなく、右の「ひろえ」はラッパー志望。彼女たちの人生を駆け足でめぐる。,びじゅチューン！「落穂拾子」. 発想の源は、ジャン＝フランソワ・ミレー「落穂拾い」（オルセー美術館）。濃い陰影と雄大な風景がドラマ性を感じさせる絵画。この人物たちはどんな生涯を送ったのか、想像させられる。中央の人物は「ひろこ」。落穂を拾うエキスパートで落穂拾いにプライドを持っている。左の「ひろみ」はいつまでも落穂を拾っているつもりはなく、右の「ひろえ」はラッパー志望。彼女たちの人生を駆け足でめぐる。
0,チョイス＠病気になったとき「徹底解消！便秘の悩み」,全国で１０００万人以上の人が悩む「便秘」。市販薬に多い「刺激性便秘薬」は腸を刺激して排便を促すが、長期間使い続けると、薬なしでは排便できなくなってしまうこともあるので要注意。腸内の水分泌を促して便を柔らかくし出しやすくする薬「酸化マグネシウム」の使い方や、次々登場する新薬の特徴も詳しく紹介。日常生活での対策として、食物繊維の効果的なとり方、「出やすい」排便姿勢も、実践を交えて詳しく紹介する。,チョイス＠病気になったとき「徹底解消！便秘の悩み」. 全国で１０００万人以上の人が悩む「便秘」。市販薬に多い「刺激性便秘薬」は腸を刺激して排便を促すが、長期間使い続けると、薬なしでは排便できなくなってしまうこともあるので要注意。腸内の水分泌を促して便を柔らかくし出しやすくする薬「酸化マグネシウム」の使い方や、次々登場する新薬の特徴も詳しく紹介。日常生活での対策として、食物繊維の効果的なとり方、「出やすい」排便姿勢も、実践を交えて詳しく紹介する。
0,らじるラボ　１１時台,【おとラボ】今週は【今日は一日“サッチモ”三昧 おかわり】と題して、生誕１２０年、没後５０年となる「ジャズの王様」サッチモことルイ・アームストロングに寄せてお送りします。いろいろな人が語る「わたしとサッチモ」、お楽しみに！【おたより＆ナマゴエ紹介】テーマは「笑ったこと」。腹を抱えて、にんまりと、みんなで、ひとりこっそり、どんなことで笑いましたか？ あなたの笑ったことエピソードをお寄せください。,らじるラボ １１時台. 【おとラボ】今週は【今日は一日“サッチモ”三昧 おかわり】と題して、生誕１２０年、没後５０年となる「ジャズの王様」サッチモことルイ・アームストロングに寄せてお送りします。いろいろな人が語る「わたしとサッチモ」、お楽しみに！【おたより＆ナマゴエ紹介】テーマは「笑ったこと」。腹を抱えて、にんまりと、みんなで、ひとりこっそり、どんなことで笑いましたか？ あなたの笑ったことエピソードをお寄せください。
0,朗読「柳田国男の故郷七十年」（９）,【作】柳田国男【朗読】小久保丈二,朗読「柳田国男の故郷七十年」（９）. 【作】柳田国男【朗読】小久保丈二
0,みんなの体操,【出演】多胡肇，舘野伶奈，吉江晴菜，今井菜津美,みんなの体操. 【出演】多胡肇，舘野伶奈，吉江晴菜，今井菜津美
0,Ｅテレ２３５５　金曜日,夜ふかしワークショップ「筒の中はどうなってる？」の巻 出演：爆笑問題,Ｅテレ２３５５ 金曜日. 夜ふかしワークショップ「筒の中はどうなってる？」の巻 出演：爆笑問題
0,旅するためのイタリア語（２１）「小旅行をする（１）“～したいのですが”」,今月のテーマは「小旅行をする」。ローマやフィレンツェ、ミラノなど主要な都市からちょっと足を伸ばしてみるのもいいですよね。そんな郊外の町へ小旅行する時に役立つフレーズを学びます。「～に行きたいのですが」と丁寧な表現で尋ねると、相手は「行き方を知りたいのかな」と推察して教えてくれます。バイオリニスト古澤巌さんが、南イタリア・アマルフィの郊外にあるチーズ工房を小旅行した現地ロケ映像とともにお伝えします！,旅するためのイタリア語（２１）「小旅行をする（１）“～したいのですが”」. 今月のテーマは「小旅行をする」。ローマやフィレンツェ、ミラノなど主要な都市からちょっと足を伸ばしてみるのもいいですよね。そんな郊外の町へ小旅行する時に役立つフレーズを学びます。「～に行きたいのですが」と丁寧な表現で尋ねると、相手は「行き方を知りたいのかな」と推察して教えてくれます。バイオリニスト古澤巌さんが、南イタリア・アマルフィの郊外にあるチーズ工房を小旅行した現地ロケ映像とともにお伝えします！
0,ＮＨＫ高校講座　苦手を克服！　ベーシック英語「未来を語ろう！」,これからやろうとしていることや、これから起こること、起こるであろうことを伝えるにはどう表現すればいいんだろう？ “ｗｉｌｌ”や“ｂｅ ｇｏｉｎｇ ｔｏ”を使った話し方をさまざまなシチュエーションで紹介する。,ＮＨＫ高校講座 苦手を克服！ ベーシック英語「未来を語ろう！」. これからやろうとしていることや、これから起こること、起こるであろうことを伝えるにはどう表現すればいいんだろう？ “ｗｉｌｌ”や“ｂｅ ｇｏｉｎｇ ｔｏ”を使った話し方をさまざまなシチュエーションで紹介する。
0,みんなのうた「ダンディーひつじ執事」「ｍｏｏｎｆｅｓｔａ」,「ダンディーひつじ執事」うた：藤澤ノリマサ／「ｍｏｏｎｆｅｓｔａ ～ムーンフェスタ～」うた：Ｋａｌａｆｉｎａ,みんなのうた「ダンディーひつじ執事」「ｍｏｏｎｆｅｓｔａ」. 「ダンディーひつじ執事」うた：藤澤ノリマサ／「ｍｏｏｎｆｅｓｔａ ～ムーンフェスタ～」うた：Ｋａｌａｆｉｎａ
